variant,maxCandidatePairsPerRef,problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,feasible_rate
pair1,1,LIRCMOP10_BC,3,50000,50003,229,31,1,0.31,31,0,0.0163994052297669,0.0542991310844023,31,20,3,0.00162278176202691,100,0.0775673056625137,0.128830036563588,0,20,0,20,6,0.645161290322581,5.89774805576548e-05,0.000381872557158767,0,0.000432369277483803,1.73634950465772,0.2,-0.0129640736005556,0.129032258064516,0.000303687033099391,0.000622540760138605,0.3
pair1,1,LIRCMOP10_BC,3,70000,70023,320,34,1,0.34,34,0,0.00625774077093097,0.0221883630400233,34,20,3,0.00177982515835209,94.1176470588235,0.0755027271303953,0.146492116556684,0,20,0,20,5,0.588235294117647,0.000317924418823083,0.000862315301716876,0,0.00134260295630659,6.17529810977211,1,0.0149822912825445,0.117647058823529,0.000808653500334751,0.00157847455422037,0.25
pair1,1,LIRCMOP10_BC,3,100000,100163,457,41,1,0.41,41,0,0.00747551898463755,0.020229632143817,41,20,3,0.00214625974977752,78.0487804878049,0.100285757985869,0.151804667576997,0,20,0,20,3,0.48780487804878,0.00146308932588041,0.00611996712376624,0,0.0172325125731836,58.638622333372,0.6,0.00264105031844407,0.0975609756097561,0.00337021734847944,0.0177860995748009,0.15
pair3,3,DASCMOP1_BC,1,10000,10159,48,8,1,0.08,8,0,0.00315809434706626,0.00474265052208028,8,7,3,0.000418782390200492,100,1.05741410479826,1.31266526395514,0,0,7,7,0,0.875,0.107144201464174,0.109494244375118,0,0.109496317615476,46.7008085205347,0.857142857142857,0.107393582739716,0,0.107282746158459,0.109565683789873,0
pair3,3,DASCMOP1_BC,1,30000,30026,142,20,1,0.2,20,0,0.00670249922985292,0.015606960059134,20,20,3,0.00104695597550123,100,0.452011111442034,0.585369504047868,0,20,0,20,19,1,0.0308560193565268,0.0465768597114459,0,0.0956152758569703,27.048142108158,0.9,0.0880222631099769,0.2,0.0628983675956892,0.102437816313168,0.95
pair3,3,DASCMOP1_BC,1,50000,50046,233,28,1,0.28,28,0,0.00156856323051638,0.00616612301074783,28,20,3,0.00146573836570172,100,0.464266195709912,0.613840580033308,0,20,0,20,0,0.714285714285714,0.0142050608106369,0.0194534978780155,0,0.0210944635881239,6.56709757397371,1,0.0318681153257503,0,0.0267415146008805,0.0382669020465348,0
pair3,3,DASCMOP1_BC,1,70000,70066,324,29,1,0.29,29,0,0.00108901849676094,0.00423993493800909,29,20,3,0.00151808616447678,100,0.41699977264055,0.642339315921503,0,20,0,20,2,0.689655172413793,0.0188089738131123,0.0629602368690155,0,0.0629925440130483,23.3974426711751,0.05,-0.0489298722926933,0.0689655172413793,0.0202714214461639,0.0639761162456053,0.1
pair3,3,DASCMOP1_BC,1,100000,100206,461,25,1,0.25,25,0,0.000810997358730803,0.00448685275648385,25,20,3,0.00130869496937654,100,0.41699977264055,0.649218912536237,0,20,0,20,1,0.8,0.0130853035694498,0.0739120313267243,0,0.0739120313267243,25.5632875728872,0.05,-0.0526571714959578,0.08,0.0162572467233921,0.0744963417677172,0.05
pair3,3,DASCMOP1_BC,2,10000,10103,47,13,1,0.13,13,0,0.00494216019573346,0.00962996205434116,13,12,3,0.0006805213840758,100,0.904486925709537,1.20479249717376,0,0,12,12,10,0.923076923076923,0.0270403971019046,0.0431296564500236,0,0.0462056769003887,22.0602851926053,0.75,0.0607396672042278,0.846153846153846,0.031141367419353,0.0464646392579186,0.833333333333333
pair3,3,DASCMOP1_BC,2,30000,30193,140,25,1,0.25,25,0,0.0032216236072142,0.0104915338490789,25,20,3,0.00130869496937654,100,0.453834209277503,0.69660698976435,0,20,0,20,1,0.8,0.137097172992532,0.280293359527046,0,0.280293359527046,85.3756470796291,0.7,0.0469853376649019,0.08,0.139205014709757,0.280767278386541,0.05
pair3,3,DASCMOP1_BC,2,50000,50213,231,27,1,0.27,27,0,0.00110946882233833,0.00518334423842325,27,20,3,0.00141339056692666,100,0.432244981976713,0.739510329183785,0,20,0,20,2,0.740740740740741,0.155180195130194,0.21802391675392,0,0.218194618051581,74.121429060343,0.9,0.0225175267305046,0.0740740740740741,0.155632082151087,0.219213206251858,0.1
pair3,3,DASCMOP1_BC,2,70000,70013,321,30,1,0.3,30,0,0.00165855707947677,0.00996787430520362,30,20,3,0.00157043396325185,100,0.50039719885151,0.72795318162868,0,20,0,20,3,0.666666666666667,0.0345387050285054,0.121641167138032,0,0.123091516697374,43.184360189115,0.85,0.331532647271029,0.0666666666666667,0.0346179057162944,0.123840203227489,0.15
pair3,3,DASCMOP1_BC,2,100000,100153,458,28,1,0.28,28,0,0.00102272346267129,0.00535021120530439,28,20,3,0.00146573836570172,100,0.508431371556727,0.620457736635283,0,20,0,20,3,0.714285714285714,0.0656368322101653,0.133211828719538,0,0.133211828719538,45.6037714884409,0.9,0.24612158174585,0.0714285714285714,0.0661289060590182,0.134171849109868,0.15
pair3,3,DASCMOP1_BC,3,10000,10110,47,10,1,0.1,10,0,0.00304346223321077,0.00621433643763804,10,11,3,0.000523477987750615,100,0.793993099680458,1.52965181664218,0,2,9,11,0,1.1,0.0743535398230269,0.0770786989644914,0,0.0817565788902734,33.5237013811667,0.272727272727273,-0.038189500387134,0,0.0770974510081378,0.0823970401091846,0
pair3,3,DASCMOP1_BC,3,30000,30198,139,31,1,0.31,31,0,0.00353889808873015,0.0125457477449708,31,20,3,0.00162278176202691,100,0.509069345295314,0.714609288936965,0,20,0,20,6,0.645161290322581,0.0237032855455842,0.0729809190590316,0,0.0729809190590316,25.827885937039,0.95,0.113432926332538,0.0645161290322581,0.031857228662911,0.0737602170209946,0.3
pair3,3,DASCMOP1_BC,3,50000,50218,230,31,1,0.31,31,0,0.00143745177979206,0.00546187098617895,31,20,3,0.00162278176202691,100,0.493386306671335,0.672885423646143,0,19,1,20,5,0.645161290322581,0.02213800154367,0.0742288598418739,0,0.0742288598418739,24.1236571512324,0.95,0.0458977484421116,0.0645161290322581,0.0315600355149534,0.0751133090498512,0.25
pair3,3,DASCMOP1_BC,3,70000,70018,320,31,1,0.31,31,0,0.00116208485317197,0.00589766184044888,31,20,3,0.00162278176202691,100,0.514759178599445,0.773820408798224,0,20,0,20,0,0.645161290322581,0.0231426316255808,0.0281483674168615,0,0.0319316163670832,10.5157699005615,0.05,-0.0601828796125267,0,0.0283955383617196,0.0358981661243816,0
pair3,3,DASCMOP1_BC,3,100000,100158,457,31,1,0.31,31,0,0.000757314817749476,0.00415981544782509,31,20,3,0.00162278176202691,100,0.545118558508103,0.776691655299696,0,20,0,20,0,0.645161290322581,0.0207670923608913,0.0350397047052145,0,0.0350397047052145,10.4809463660847,0.3,-0.0466178701056584,0,0.0224563755954215,0.0374352628651145,0
pair3,3,DASCMOP2_BC,1,10000,10192,47,16,1,0.16,16,0,0.00508660911238027,0.0130702719638532,16,15,3,0.000837564780400984,100,0.663341507043774,0.87689861448981,0,0,15,15,1,0.9375,0.00901448158770415,0.0152502810332876,0,0.0159139825246233,12.7402118240329,0.733333333333333,0.0586409107061432,0.125,0.010116666263326,0.0159825443751038,0.0666666666666667
pair3,3,DASCMOP2_BC,1,30000,30015,139,27,1,0.27,27,0,0.00451741357009989,0.0177868338638478,27,20,3,0.00141339056692666,100,0.589095822175369,0.992794040548528,0,18,2,20,3,0.740740740740741,0.0255573765747494,0.160876742184382,0,0.1641507826102,55.0476640194154,0.75,0.0740912639144287,0.148148148148148,0.029471494600106,0.164311384190108,0.15
pair3,3,DASCMOP2_BC,1,50000,50035,230,44,1,0.44,44,0,0.00392407412953494,0.0130642175855149,44,20,3,0.00230330314610271,72.7272727272727,0.714431973858694,0.986184248729662,0,4,16,20,5,0.454545454545455,0.0413456022150106,0.196262546645376,0,0.197162022656601,75.2323878497913,0.5,-0.000322206728624264,0.181818181818182,0.0417813680905586,0.197571994639268,0.25
pair3,3,DASCMOP2_BC,1,70000,70055,321,47,1,0.47,47,0,0.00211108501056378,0.0100264764676801,47,20,3,0.00246034654242789,68.0851063829787,0.657773408095478,0.966274049759484,0,3,17,20,5,0.425531914893617,0.131257417932089,0.150579550454706,0,0.169631110753003,64.3831834643046,0.5,0.0140500649019978,0.212765957446809,0.136547235573093,0.170164988749264,0.25
pair3,3,DASCMOP2_BC,1,100000,100195,458,49,1,0.49,49,0,0.00148951112347411,0.010420396844146,49,20,3,0.00256504213997801,65.3061224489796,0.735809142530974,0.980527166604967,0,1,19,20,11,0.408163265306122,0.0239638389384869,0.0578581647787039,0,0.0606607045788891,21.4760012531537,0.5,0.00476781900336293,0.448979591836735,0.027463117270099,0.0617168446248869,0.55
pair3,3,DASCMOP2_BC,2,10000,10048,46,14,1,0.14,14,0,0.0038982760006087,0.0123152548022001,14,15,3,0.000732869182850861,100,0.753332022399746,0.964771824075063,0,2,13,15,3,1.07142857142857,0.105147022109141,0.143275990151574,0,0.143465547887191,89.4594489997422,0.6,0.0461494141327141,0.285714285714286,0.106544009481834,0.143797604078178,0.2
pair3,3,DASCMOP2_BC,2,30000,30143,140,25,1,0.25,25,0,0.00838281593673255,0.0287112991461859,25,20,3,0.00130869496937654,100,0.632532536619273,1.21011481502851,0,10,10,20,2,0.8,0.0274880978827076,0.10631556453092,0,0.10631556453092,33.3516548266269,0.8,0.177699399763783,0.08,0.0421245990972206,0.107607241393421,0.1
pair3,3,DASCMOP2_BC,2,50000,50163,231,45,1,0.45,45,0,0.00308934192915613,0.0103035640145974,45,20,3,0.00235565094487777,71.1111111111111,0.713886927977513,1.03959025481156,0,3,17,20,11,0.444444444444444,0.0124953132948421,0.0368615532866284,0,0.0422533483544249,15.2468145819126,0.4,-0.0668122988394709,0.377777777777778,0.0141841502851229,0.0454443786002392,0.55
pair3,3,DASCMOP2_BC,2,70000,70183,322,46,1,0.46,46,0,0.00227325618739331,0.0119694741666984,46,20,3,0.00240799874365283,69.5652173913043,0.704727711199614,0.983018731716216,0,4,16,20,1,0.434782608695652,0.119681157154579,0.224908875515862,0,0.234519413716782,92.8931549110229,0.5,-0.00987414556885613,0.0434782608695652,0.125352664955554,0.237364606297149,0.05
pair3,3,DASCMOP2_BC,2,100000,100103,458,51,1,0.51,51,0,0.00217634147202059,0.00943744750919786,51,20,3,0.00266973773752814,62.7450980392157,0.722237608393451,0.985096809655984,0,0,20,20,2,0.392156862745098,0.111941546823773,0.230203806977959,0,0.247797705769979,100.637360065798,0.75,0.0509646746458893,0.0784313725490196,0.114501223041694,0.248134664427657,0.1
pair3,3,DASCMOP2_BC,3,10000,10199,46,21,1,0.21,21,0,0.00506039124504643,0.0137986813823648,21,20,3,0.00109930377427629,100,0.841394737164063,1.00950247560216,0,1,19,20,9,0.952380952380952,0.058112770236648,0.0723556466840407,0,0.0742945729935904,49.469465295283,0.7,0.058059247544485,0.571428571428571,0.0649433367365274,0.0746805786869876,0.45
pair3,3,DASCMOP2_BC,3,30000,30153,137,41,1,0.41,41,0,0.00497897268102563,0.0151992721550227,41,20,3,0.00214625974977752,78.0487804878049,0.753623919525361,0.998812189091782,0,4,16,20,7,0.48780487804878,0.0389290002762325,0.0497731046641693,0,0.0497731046641693,17.6791889511377,0.65,0.0177456621392833,0.24390243902439,0.0419622445781642,0.0502034239594556,0.35
pair3,3,DASCMOP2_BC,3,50000,50173,228,45,1,0.45,45,0,0.00247840054885114,0.00793730837794315,45,20,3,0.00235565094487777,71.1111111111111,0.702565851964891,0.992530542884176,0,4,16,20,5,0.444444444444444,0.0388936264167131,0.104626792246864,0,0.10652655575245,37.104136095773,0.65,0.0246935145186362,0.177777777777778,0.0433039142325007,0.10729140934961,0.25
pair3,3,DASCMOP2_BC,3,70000,70193,319,49,1,0.49,49,0,0.00150005841832921,0.00591051816937235,49,20,3,0.00256504213997801,65.3061224489796,0.602105009043323,1.00514928096362,0,0,20,20,6,0.408163265306122,0.101146684726575,0.162625061262493,0,0.164425305410526,56.6266324105822,0.55,0.00463948409997428,0.244897959183673,0.108992030904011,0.164657806806931,0.3
pair3,3,DASCMOP2_BC,3,100000,100113,455,50,1,0.5,50,0,0.001480039007727,0.00622239389935469,50,20,3,0.00261738993875308,64,0.672322036514674,0.981416324354842,0,1,19,20,0,0.4,0.320416288932295,0.518172611433863,0,0.536441640103116,198.441813796197,0.6,0.0165467747647009,0,0.333911906290179,0.536824340585309,0
pair3,3,DASCMOP4_BC,1,10000,10079,48,10,1,0.1,10,0,0.00322695251467739,0.00581331377972773,10,20,3,0.000523477987750615,100,0.046745696975109,0.256191556579565,0,20,0,20,0,2,2.21756817676061,2.36178785473066,0,2.36855443541377,370.474690178405,0.85,0.0100358240639092,0,2.22740836586009,2.37382044358773,0
pair3,3,DASCMOP4_BC,1,30000,30099,139,22,1,0.22,22,0,0.000132926890603416,0.000669870361788241,22,20,3,0.00115165157305135,100,0.00157239467560833,0.00377581672127514,0,20,0,20,0,0.909090909090909,1.19065394259084,2.17788590542454,0,2.18332832461754,2120.55465099023,0.85,0.00109458839499189,0,1.19298680525667,2.1839650340556,0
pair3,3,DASCMOP4_BC,1,50000,50119,230,27,1,0.27,27,0,7.41013788189563e-05,0.000495153834633646,27,20,3,0.00141339056692666,100,0.00233210230616815,0.075589324250808,0,20,0,20,0,0.740740740740741,0.769376407593932,1.31084825979123,0,1.31776781229872,1401.10531759627,0.1,-0.00120107588920833,0,0.772192941427237,1.31848160065533,0
pair3,3,DASCMOP4_BC,1,70000,70139,321,26,1,0.26,26,0,8.14802762267419e-05,0.000396142573352237,26,20,3,0.0013610427681516,100,0.00184051832347841,0.00319255890271627,0,20,0,20,0,0.769230769230769,0.42057029469784,0.808355086640072,0,0.812332173394825,741.660128063541,1,0.000846664381791942,0,0.422118262617996,0.813981013785741,0
pair3,3,DASCMOP4_BC,1,100000,100059,457,21,1,0.21,21,0,9.22213946581286e-05,0.000675600277810562,21,20,3,0.00109930377427629,100,0.00175095058433942,0.00366656034346012,0,20,0,20,0,0.952380952380952,0.541974910749804,0.682203274388621,0,0.682203274388621,513.325458316361,0,-0.00067297082113215,0,0.543795122012056,0.684521638397053,0
pair3,3,DASCMOP4_BC,2,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,DASCMOP4_BC,2,30000,30000,149,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,DASCMOP4_BC,2,50000,50035,249,3,1,0.03,3,0,0.00402045607223447,0.00550395106090593,3,11,3,0.000157043396325185,100,0.0254392612935335,0.0374805847363715,0,9,2,11,0,3.66666666666667,1.87968476683296,1.90670826293162,0,1.90670826293162,388.047907021075,0.272727272727273,-0.000856974229015206,0,1.87972988513517,1.90779828539438,0
pair3,3,DASCMOP4_BC,2,70000,70207,341,37,1,0.37,37,0,0.00241276406092913,0.00550266852913644,37,20,3,0.00193686855467728,86.4864864864865,0.0173360242091294,0.149140534043379,0,20,0,20,0,0.540540540540541,1.2252856080811,1.62922474807755,0,1.63168545851446,1609.7333098778,0.55,0.000212085296855936,0,1.22910280842872,1.63201582651007,0
pair3,3,DASCMOP4_BC,2,100000,100127,477,30,1,0.3,30,0,0.00108442535285743,0.00311869158079636,30,20,3,0.00157043396325185,100,0.100252952953543,0.144918323182867,0,20,0,20,0,0.666666666666667,1.33827341735217,1.71053788262747,0,1.71107699625976,1546.25104347045,0.95,0.00749929883402073,0,1.34457992442216,1.7112229789696,0
pair3,3,DASCMOP4_BC,3,10000,10037,48,13,1,0.13,13,0,0.00671525015165289,0.00765644395403586,13,20,3,0.0006805213840758,100,0.0307066766795389,0.106242929657414,0,20,0,20,0,1.53846153846154,1.71196593386282,1.87827879016695,0,1.87929476649291,367.996667157904,0.4,-0.00376822289035063,0,1.71405056385352,1.87952096607883,0
pair3,3,DASCMOP4_BC,3,30000,30057,139,27,1,0.27,27,0,0.000561225772309688,0.00336431261222025,27,20,3,0.00141339056692666,100,0.0052347204818653,0.0180457516167293,0,20,0,20,0,0.740740740740741,0.682688714030998,1.16898422058934,0,1.16923480233533,1110.46388266802,0.65,0.000827739015566029,0,0.684891870727353,1.16935377133792,0
pair3,3,DASCMOP4_BC,3,50000,50076,230,23,1,0.23,23,0,0.00159250670288072,0.00512854350309637,23,20,3,0.00120399937182641,100,0.00720368273239282,0.0211689503849538,0,20,0,20,0,0.869565217391304,1.64291518885166,1.99910373503953,0,1.99910373503953,2900.52907303762,0.25,-0.000253393874836944,0,1.64808906070374,2.00588697127208,0
pair3,3,DASCMOP4_BC,3,70000,70096,321,22,1,0.22,22,0,0.000712827214615938,0.00274508671718473,22,20,3,0.00115165157305135,100,0.00832482600818866,0.198650399345683,0,20,0,20,0,0.909090909090909,0.906936293051812,1.40670648592497,0,1.40682642047853,1565.48411782382,0.95,0.00151757439628177,0,0.911681795203262,1.40825821691981,0
pair3,3,DASCMOP4_BC,3,100000,100016,457,21,1,0.21,21,0,0.000110306232073666,0.000581150019543005,21,20,3,0.00109930377427629,100,0.001544635256607,0.20442961770475,0,20,0,20,0,0.952380952380952,0.566503128249888,1.24032151490334,0,1.24032151490334,1076.09008040925,0.5,7.1674385032118e-06,0,0.569573662075247,1.24160443398913,0
pair3,3,DASCMOP5_BC,1,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,DASCMOP5_BC,1,30000,30000,149,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,DASCMOP5_BC,1,50000,50000,249,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,DASCMOP5_BC,1,70000,70170,346,28,1,0.28,28,0,0.00272415789063755,0.00827614910031378,28,20,3,0.00146573836570172,100,0.0136646641988411,0.0441268853121755,0,20,0,20,0,0.714285714285714,1.44734549662722,1.80402016466152,0,1.80706976392032,1608.2040832373,0.55,5.27954859854129e-05,0,1.45077668073486,1.80801023216059,0
pair3,3,DASCMOP5_BC,1,100000,100090,482,27,1,0.27,27,0,0.00155435048585566,0.00337846393110473,27,20,3,0.00141339056692666,100,0.0131342874916834,0.0311832723670675,0,20,0,20,0,0.740740740740741,1.05366535669626,1.86861740506942,0,1.87012552640046,1748.22767766617,0.5,-2.804109762998e-05,0,1.05925640017137,1.87048065552793,0
pair3,3,DASCMOP5_BC,2,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,DASCMOP5_BC,2,30000,30000,149,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,DASCMOP5_BC,2,50000,50000,249,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,DASCMOP5_BC,2,70000,70000,349,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,DASCMOP5_BC,2,100000,100000,499,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,DASCMOP5_BC,3,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,DASCMOP5_BC,3,30000,30000,149,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,DASCMOP5_BC,3,50000,50000,249,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,DASCMOP5_BC,3,70000,70000,349,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,DASCMOP5_BC,3,100000,100000,499,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,LIRCMOP5_BC,1,10000,10099,48,33,1,0.33,33,0,0.00567896952615273,0.014654286525032,33,20,3,0.00172747735957703,96.969696969697,0.257426684408242,0.450293938758845,0,20,0,20,20,0.606060606060606,0.0296550131152819,0.0347584227118066,0,0.0605498991020215,34.4926387580997,0.15,-0.00606701088864559,0.0909090909090909,0.057786554028774,0.0677394341732003,1
pair3,3,LIRCMOP5_BC,1,30000,30119,139,20,1,0.2,20,0,0.00134289447197875,0.00908347531146582,20,20,3,0.00104695597550123,100,0.255546644169484,0.415285289047649,0,10,10,20,2,1,0.00410073781961585,0.00882941954549767,0,0.0129286625930937,7.38307733832166,0.9,0.06399450524996,0.1,0.012800878173311,0.0145104040630592,0.1
pair3,3,LIRCMOP5_BC,1,50000,50139,230,43,1,0.43,43,0,0.00358022834842141,0.0118624210160659,43,20,3,0.00225095534732764,74.4186046511628,0.398274432893841,0.740046104887056,0,20,0,20,13,0.465116279069767,0.0367107691902209,0.120123972508231,0,0.138745226672457,160.134915322946,0.75,0.0627262197358538,0.162790697674419,0.0378976375801396,0.14046277072916,0.65
pair3,3,LIRCMOP5_BC,1,70000,70159,321,24,1,0.24,24,0,0.0604571096346148,0.130588212096872,24,20,3,0.00125634717060148,100,0.269631092668485,0.550670572367671,0,20,0,20,1,0.833333333333333,0.0126597205633475,0.0238631326869433,0,0.0238631326869433,20.7734832240894,0.75,0.0579301567819844,0.0833333333333333,0.0238829822060593,0.0324447366322479,0.05
pair3,3,LIRCMOP5_BC,1,100000,100079,457,31,1,0.31,31,0,0.00685850617408921,0.0136456416614523,31,20,3,0.00162278176202691,100,0.14752136665902,0.24131977384137,0,20,0,20,7,0.645161290322581,0.00153788393209053,0.00674128473690121,0,0.00674128473690121,23.769168068196,1,0.137937841438067,0.0645161290322581,0.00184108224426622,0.00688231322508704,0.35
pair3,3,LIRCMOP5_BC,2,10000,10071,49,12,1,0.12,12,0,0.00358008289103619,0.00863997149587444,12,20,3,0.000628173585300738,100,0.3141703392047,0.45491279780346,0,20,0,20,20,1.66666666666667,0.294852479275259,0.298734071010447,0,0.303606626492166,115.217429166581,0.65,0.0220559311988368,1,0.297703203249312,0.304318810217415,1
pair3,3,LIRCMOP5_BC,2,30000,30020,140,19,1,0.19,19,0,0.00248054383394687,0.0104640436535841,19,20,3,0.000994608176726169,100,0.382575285471567,0.539873911956389,0,20,0,20,18,1.05263157894737,0.0114456570758293,0.019639772131116,0,0.0207507618783414,13.8593469997119,0.1,-0.0639308934848195,0.210526315789474,0.0144011193197926,0.0243566099696347,0.9
pair3,3,LIRCMOP5_BC,2,50000,50040,231,31,1,0.31,31,0,0.0311383711238781,0.0653619770873979,31,20,3,0.00162278176202691,100,0.12840382503172,0.193767340138512,0,20,0,20,0,0.645161290322581,0.000549906745716445,0.0038669869217488,0,0.0038669869217488,15.5698678309655,1,0.0267910904524859,0,0.00385980550985379,0.00703107573058609,0
pair3,3,LIRCMOP5_BC,2,70000,70057,322,26,1,0.26,26,0,0.0624451143195275,0.155856327307604,26,20,3,0.0013610427681516,100,0.156533342398025,0.275959609583674,0,20,0,20,4,0.769230769230769,0.00692098154727709,0.0131343000988758,0,0.0176428827230976,53.2418965414587,0.85,0.0941827944573957,0.192307692307692,0.0149268623279697,0.0216038131315892,0.2
pair3,3,LIRCMOP5_BC,2,100000,100197,459,20,1,0.2,20,0,0.00843875249722459,0.0332619156447949,20,20,3,0.00104695597550123,100,0.110948090011549,0.287666754914215,0,20,0,20,2,1,0.00487589085263645,0.00549073180796609,0,0.00591398384089925,16.0546300560951,0.25,-0.0263549873276755,0.1,0.00567251526515652,0.00678556828504068,0.1
pair3,3,LIRCMOP5_BC,3,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair3,3,LIRCMOP5_BC,3,30000,30020,140,25,1,0.25,25,0,0.00141516525173254,0.00556724674367325,25,20,3,0.00130869496937654,100,0.267314963952517,0.450525688319092,0,20,0,20,0,0.8,0.0050019096905263,0.00888297163178961,0,0.0199605169967701,11.5599513328494,0.9,0.0345307494659313,0,0.0217392985499426,0.0267294938729435,0
pair3,3,LIRCMOP5_BC,3,50000,50040,231,53,1,0.53,53,0,0.00427032954074776,0.0146364890634951,53,20,3,0.00277443333507826,60.377358490566,0.469663607352287,1.23305848905335,0,20,0,20,15,0.377358490566038,0.125654901312659,0.200980127908522,0,0.200980127908522,281.824734383534,0.15,-0.0382983851116714,0.132075471698113,0.1335325165925,0.207048556267098,0.75
pair3,3,LIRCMOP5_BC,3,70000,70060,322,12,1,0.12,12,0,0.00351870791072029,0.0158684102295445,12,20,3,0.000628173585300738,100,0.106830320533394,0.607187634970137,0,20,0,20,11,1.66666666666667,0.00898798162935833,0.063111541019764,0,0.0633053294077882,51.8485597415605,0.45,-0.0132738298172387,0.333333333333333,0.0254700117607214,0.0783270678879814,0.55
pair3,3,LIRCMOP5_BC,3,100000,100200,459,31,1,0.31,31,0,0.00989175916766216,0.0172435469243293,31,20,3,0.00162278176202691,100,0.134688791103691,0.217345285473628,0,20,0,20,0,0.645161290322581,0.00246488609060652,0.00689704687317639,0,0.00751853366365499,23.2069043326162,1,0.0789802021645245,0,0.00287361340510193,0.0102407638622325,0
pair3,3,LIRCMOP6_BC,1,10000,10152,49,19,1,0.19,19,0,0.00421620784509763,0.0121858948177154,19,20,3,0.000994608176726169,100,0.355826361821881,0.481579797616584,0,18,2,20,20,1.05263157894737,0.0508183936072582,0.058012736589188,0,0.0643737751891558,27.8965791468747,0.8,0.0208496842631831,0.684210526315789,0.0559473805019425,0.0652298248530834,1
