problem,run,condition_mode,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
LIRCMOP7_BC,3,ref_y,100000,100140,457,261,1,0.87,261,0,0.00188859237554108,0.00640095880060404,261,20,4,0.0135718371379543,12.2605363984674,0.358411743247467,0.998292245840429,0,13,7,20,0,0.0766283524904215,0.00939050595970474,0.0152017969723301,0,0.0213429508082849,NaN,0.65,0.0230029733028321,0,0.0149800773230329,0.0216398413021422,0.0220603800689897,0.0210625219906717,0,400,249,898,898,382,516,350,88,100,88,16670,0,264,264,264,264,261,261,261,261,261,0,20
LIRCMOP8_BC,1,ref_y,10000,10166,48,141,1,0.47,141,0,0.0039254374176293,0.0105908523071521,141,20,4,0.0073319120170558,22.6950354609929,0.355646872800959,0.568777063510611,0,16,4,20,20,0.141843971631206,0.0669229666727605,0.0763727403296514,0,0.076909539475805,NaN,0.65,0.0281717885490823,0.361702127659574,0.0707723322716215,0.0783849871300301,0.078422293254795,0.0783383544740741,1,400,135,670,670,473,197,312,71,67,49,6934,0,147,147,147,147,141,141,141,141,141,0,20
LIRCMOP8_BC,1,ref_y,30000,30186,139,129,1,0.43,129,0,0.00183165246697728,0.00514200969232715,129,20,4,0.00670791950496594,24.8062015503876,0.411830114244422,0.693092967637199,0,20,0,20,4,0.155038759689922,0.00575129165355387,0.0104449492494494,0,0.0170699808384901,NaN,0.6,0.017796068019832,0.116279069767442,0.0148741411213865,0.0174158943113154,0.0174158943113154,NaN,0.2,400,138,676,676,440,236,292,66,70,46,7814,2,138,138,138,138,129,129,129,129,129,0,20
LIRCMOP8_BC,1,ref_y,50000,50206,230,120,1,0.4,120,0,0.00191307126343196,0.00710796094759265,120,20,4,0.00623992512089855,26.6666666666667,0.308779975052724,0.444488491952289,0,20,0,20,1,0.166666666666667,0.00395130586615663,0.00401112571885591,0,0.0119198389537743,NaN,0.55,0.00386509243446681,0.05,0.00988948023336919,0.0125677429320289,0.0125677429320289,NaN,0.05,400,124,648,648,347,301,263,46,100,46,11061,101,126,126,126,126,120,120,120,120,120,0,20
LIRCMOP8_BC,1,ref_y,70000,70006,320,171,1,0.57,171,0,0.000916921459630246,0.002974069425343,171,20,4,0.00889189329728043,18.7134502923977,0.308547350588549,0.473344404047231,0,20,0,20,13,0.116959064327485,0.00160145246152076,0.010826602305775,0,0.0145205840109855,NaN,0.7,0.0256800218132404,0.298245614035088,0.0025530938854187,0.0157081708160686,0.0157081708160686,NaN,0.65,400,175,750,750,408,342,307,61,100,61,10763,0,183,183,183,183,171,171,171,171,171,0,20
LIRCMOP8_BC,1,ref_y,100000,100146,457,123,1,0.41,123,0,0.00106223406425975,0.00324983483324825,123,20,4,0.00639592324892101,26.0162601626016,0.3622305800542,0.645913472284491,0,20,0,20,0,0.16260162601626,0.0172524367520842,0.0248360293999699,0,0.0248360293999699,NaN,0.35,-0.00547717761194108,0,0.0209232446155973,0.0290069335033889,0.0290069335033889,NaN,0,400,120,640,640,348,292,255,55,71,44,13264,0,132,132,132,132,123,123,123,123,123,0,20
LIRCMOP8_BC,2,ref_y,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,4,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,400,0,163,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIRCMOP8_BC,2,ref_y,30000,30020,140,24,1,0.08,24,0,0.00178784265347009,0.00539700660026716,24,20,4,0.00124798502417971,100,0.341380974411201,0.587838772722708,0,17,3,20,0,0.833333333333333,0.0175823445795296,0.0197540011086046,0,0.0199428687754069,NaN,0.35,-0.0128426561844895,0,0.0188663691287389,0.0220465745830001,0.0223167003774171,0.0211343000742916,0,400,30,460,460,375,85,94,29,70,12,779,17,32,32,32,32,24,24,24,24,24,0,20
LIRCMOP8_BC,2,ref_y,50000,50040,231,114,1,0.38,114,0,0.00151791381413763,0.00568162708734339,114,20,4,0.00592792886485362,28.0701754385965,0.264640344969095,0.561592086563725,0,20,0,20,4,0.175438596491228,0.0020560104856742,0.0148960630518553,0,0.0240204660241146,NaN,0.55,0.00564966958223465,0.131578947368421,0.00293267192306795,0.025041070648443,0.025041070648443,NaN,0.2,400,113,626,626,359,267,237,47,93,42,8386,18,126,126,126,126,114,114,114,114,114,0,20
LIRCMOP8_BC,2,ref_y,70000,70060,322,237,1,0.79,237,0,0.00305655320597471,0.00867243107076701,237,20,4,0.0123238521137746,13.5021097046414,0.341500757876739,0.588903530327013,0,20,0,20,5,0.0843881856540084,0.00272032638378717,0.00467511360217982,0,0.00470984666334865,NaN,0.35,-0.0101004808998112,0.0632911392405063,0.0033354485588209,0.00474820809861176,0.00474820809861176,NaN,0.25,400,252,904,904,415,489,355,81,100,81,16066,0,243,243,243,243,237,237,237,237,237,0,20
LIRCMOP8_BC,2,ref_y,100000,100200,459,249,1,0.83,249,0,0.00146938624423527,0.00509722140983741,249,20,4,0.0129478446258645,12.85140562249,0.361310519021162,0.860663591285032,0,17,3,20,3,0.0803212851405622,0.00259975598036604,0.00666320109542067,0,0.0123801223305341,NaN,0.6,0.00976815204666848,0.0602409638554217,0.00410977106372217,0.0127888710952654,0.0127503564222599,0.0127888710952654,0.15,400,243,886,886,383,503,345,89,100,89,15627,0,267,267,267,267,249,249,249,249,249,0,20
LIRCMOP8_BC,3,ref_y,10000,10136,47,144,1,0.48,144,0,0.00229133413733564,0.00628315720717669,144,20,4,0.00748791014507826,22.2222222222222,0.36515917722668,0.530147110892698,0,20,0,20,20,0.138888888888889,0.0354010890593915,0.0484024141151707,0,0.0783384665698487,NaN,0.45,-0.00504413796567219,0.354166666666667,0.0647697212925165,0.0793557228711471,0.0793557228711471,NaN,1,400,141,682,682,470,212,296,66,91,58,5784,0,174,174,174,174,144,144,144,144,144,0,20
LIRCMOP8_BC,3,ref_y,30000,30156,138,120,1,0.4,120,0,0.000630801296482733,0.00166519897680071,120,20,4,0.00623992512089855,26.6666666666667,0.385908294158173,0.578980128592169,0,20,0,20,3,0.166666666666667,0.0056650984583411,0.0102203566265551,0,0.0158028482254708,NaN,0.5,-0.00462254263114964,0.075,0.0116707271993185,0.0227521779679628,0.0227521779679628,NaN,0.15,400,135,670,670,465,205,301,59,89,48,5042,14,144,144,144,141,120,120,120,120,120,0,20
LIRCMOP8_BC,3,ref_y,50000,50176,229,147,1,0.49,147,0,0.00151290639487469,0.00440646515745154,147,20,4,0.00764390827310072,21.7687074829932,0.465309584980591,0.69001335696055,0,20,0,20,2,0.136054421768707,0.00625557804338301,0.00979928459796486,0,0.0195944274176789,NaN,0.6,0.0189099795978445,0.0816326530612245,0.010166433183649,0.0208299214220313,0.0208299214220313,NaN,0.1,400,147,694,694,473,221,316,68,86,56,5397,11,165,165,165,165,147,147,147,147,147,0,20
LIRCMOP8_BC,3,ref_y,70000,70196,320,114,1,0.38,114,0,0.00228712195543266,0.00822680905587283,114,20,4,0.00592792886485362,28.0701754385965,0.254977072461069,0.370533180840557,0,20,0,20,1,0.175438596491228,0.00299481534461454,0.00429219388686927,0,0.0067848561238619,NaN,0.7,0.040322546551234,0.0526315789473684,0.00808799196688392,0.011051878591792,0.011051878591792,NaN,0.05,400,120,640,640,387,253,269,57,88,45,7599,0,135,135,135,135,114,114,114,114,114,0,20
LIRCMOP8_BC,3,ref_y,100000,100116,456,225,1,0.75,225,0,0.00177126925040643,0.00590572954939382,225,20,4,0.0116998596016848,14.2222222222222,0.305445993025859,0.524686073235913,0,20,0,20,3,0.0888888888888889,0.0104549454640641,0.0227245198850064,0,0.0330662825687063,NaN,0.35,-0.0189388120658467,0.0533333333333333,0.0111034356772773,0.0334665601158428,0.0334665601158428,NaN,0.15,400,237,874,874,399,475,362,80,100,80,15971,0,240,240,240,240,225,225,225,225,225,0,20
LIRCMOP9_BC,1,ref_y,10000,10063,46,42,1,0.14,42,0,0.00198336883075898,0.00890155674533214,42,20,4,0.00218397379231449,76.1904761904762,0.229690494665912,0.446468140746787,0,20,0,20,5,0.476190476190476,5.99520012145809e-06,0.012928853963384,0,0.0184307360611305,NaN,0.8,0.0549493386758241,0.142857142857143,0.00592500692463311,0.0230965077118528,0.0230965077118528,NaN,0.25,400,42,484,484,255,229,140,18,70,16,9024,102,48,48,48,48,42,42,42,42,42,0,20
LIRCMOP9_BC,1,ref_y,30000,30074,137,91,1,0.31,91,0,0.00644106899583283,0.0165752517435977,91,20,4,0.0047319432166814,35.1648351648352,0.0904484582514377,0.671968745602975,0,20,0,20,14,0.21978021978022,3.7381281737604e-05,8.0685081077015e-05,0,0.00123387474973997,NaN,0.65,0.0171937615159607,0.129032258064516,0.00267206994807052,0.00519542810230571,0.00519542810230571,NaN,0.7,400,84,568,568,369,199,239,31,79,31,7267,189,92,92,92,92,91,91,91,91,91,0,20
LIRCMOP9_BC,1,ref_y,50000,50094,228,63,1,0.21,63,0,0.00296214036235495,0.0100348813118346,63,20,4,0.00327596068847174,50.7936507936508,0.0669936299824013,0.0932368573689416,0,20,0,20,20,0.317460317460317,1.52759520297559e-05,4.7738939820151e-05,0,0.00043714792572067,NaN,0.4,-0.00554260560870196,0.285714285714286,0.00107471335133201,0.00254461162649361,0.00254461162649361,NaN,1,400,51,502,502,288,214,200,28,99,27,3147,114,69,69,69,69,63,63,63,63,63,0,20
LIRCMOP9_BC,1,ref_y,70000,70114,319,54,1,0.18,54,0,0.00215415562197742,0.00624715589127685,54,20,4,0.00280796630440435,59.2592592592593,0.0715661802652759,0.110462224071274,0,20,0,20,1,0.37037037037037,0.000567615756975333,0.000765234819769362,0,0.00173304448840428,NaN,0.05,-0.0296764226446437,0.111111111111111,0.00107658922251819,0.00249032513801666,0.00249032513801666,NaN,0.05,400,57,514,514,278,236,200,19,81,18,6654,36,54,54,54,54,54,54,54,54,54,0,20
LIRCMOP9_BC,1,ref_y,100000,100034,455,81,1,0.28,81,0,0.00429317862031456,0.0144657154893778,81,20,4,0.00421194945660652,39.5061728395062,0.0560322008080405,0.115942966557239,0,20,0,20,5,0.246913580246914,0.000151415406493226,0.00211117703524959,0,0.00260546557470117,NaN,0.8,0.00212857344066255,0.142857142857143,0.00156239722528646,0.00524378545047639,0.00524378545047639,NaN,0.25,400,69,538,538,265,273,194,33,100,33,4706,205,87,87,87,87,81,81,81,81,81,0,20
LIRCMOP9_BC,2,ref_y,10000,10154,47,45,1,0.15,45,0,0.00350647043738539,0.0153326511348428,45,20,4,0.00233997192033696,71.1111111111111,0.409112158366199,0.652633839668282,0,20,0,20,7,0.444444444444444,0.00020123969180512,0.000446113904542571,0,0.00263186849343473,NaN,0.45,-0.00501190187503353,0.133333333333333,0.00925993643529447,0.0189790073489907,0.0189790073489907,NaN,0.35,400,51,502,502,289,213,133,17,78,16,7924,28,48,48,48,48,45,45,45,45,45,0,20
LIRCMOP9_BC,2,ref_y,30000,30174,138,78,1,0.26,78,0,0.00524459192698093,0.0143276347724448,78,20,4,0.00405595132858406,41.025641025641,0.0844907526309185,0.147916226326247,0,20,0,20,8,0.256410256410256,3.40971666504655e-05,0.000142968677302034,0,0.00047995798020054,NaN,0.8,0.0166914502132675,0.307692307692308,0.00102716381282616,0.00260543768227078,0.00260543768227078,NaN,0.4,400,84,568,568,378,190,264,36,89,36,6029,401,86,86,86,80,78,78,78,78,78,0,20
LIRCMOP9_BC,2,ref_y,50000,50194,229,60,1,0.2,60,0,0.00293130115762686,0.00892698270668605,60,20,4,0.00311996256044927,53.3333333333333,0.0816450584136253,0.168165241930039,0,20,0,20,12,0.333333333333333,5.92821003330471e-05,0.000529402589603025,0,0.000640222742402905,NaN,0.2,-0.0037204496189345,0.2,0.00259178575971224,0.00415659994238289,0.00415659994238289,NaN,0.6,400,78,556,556,311,245,226,20,92,20,9294,0,60,60,60,60,60,60,60,60,60,0,20
LIRCMOP9_BC,2,ref_y,70000,70214,320,84,1,0.28,84,0,0.00192168860402661,0.00698053468393985,84,20,4,0.00436794758462898,38.0952380952381,0.0771057299683909,0.215919756066311,0,20,0,20,9,0.238095238095238,0.000173403532370838,0.00141127433934356,0,0.0021078321053182,NaN,1,0.00448344865618375,0.214285714285714,0.00106773086339664,0.0034860242159328,0.0034860242159328,NaN,0.45,400,90,580,580,307,273,227,29,100,29,6410,59,84,84,84,84,84,84,84,84,84,0,20
LIRCMOP9_BC,2,ref_y,100000,100134,456,81,1,0.27,81,0,0.00310781009888259,0.0118915947827281,81,20,4,0.00421194945660652,39.5061728395062,0.066541794310343,0.13791204173154,0,20,0,20,11,0.246913580246914,2.64257726065998e-05,0.000684158731195296,0,0.000684158731195296,NaN,0.25,-0.0124691300799418,0.148148148148148,0.00138851400627735,0.00270771664104685,0.00270771664104685,NaN,0.55,400,78,556,556,267,289,209,32,100,32,5199,419,81,81,81,81,81,81,81,81,81,0,20
LIRCMOP9_BC,3,ref_y,10000,10058,47,9,1,0.03,9,0,0.00138448317893989,0.00306796103811968,9,20,4,0.000467994384067391,100,0.212025197541105,0.279927548334681,0,20,0,20,2,2.22222222222222,0.000220743479738587,0.000452011524545224,0,0.00395853349447825,NaN,1,0.00580301395320348,0.666666666666667,0.0047848167625196,0.00816251803883376,0.00816251803883376,NaN,0.1,400,9,418,418,226,192,17,3,57,3,2795,0,9,9,9,9,9,9,9,9,9,0,20
LIRCMOP9_BC,3,ref_y,30000,30078,138,75,1,0.25,75,0,0.00404742518462754,0.014528164849179,75,20,4,0.00389995320056159,42.6666666666667,0.0967269206348076,0.151864938791855,0,20,0,20,8,0.266666666666667,4.54481148121203e-05,0.000199135711240117,0,0.000214507806500974,NaN,0.55,0.0112780910767044,0.16,0.000707704658085225,0.0029715204291332,0.0029715204291332,NaN,0.4,400,45,490,490,347,143,232,34,82,29,2760,223,80,80,80,80,75,75,75,75,75,0,20
LIRCMOP9_BC,3,ref_y,50000,50098,229,50,1,0.17,50,0,0.00299466667376015,0.0108228784288938,50,20,4,0.0025999688003744,64,0.0895944211357513,0.35339423566282,0,20,0,20,14,0.4,0.000677445710264568,0.0038890368252432,0,0.0038890368252432,NaN,0.85,0.0019925212486866,0.235294117647059,0.00529303437718301,0.00759690442730687,0.00759690442730687,NaN,0.7,400,48,496,496,312,184,223,17,75,17,7403,32,50,50,50,50,50,50,50,50,50,0,20
LIRCMOP9_BC,3,ref_y,70000,70118,320,81,1,0.27,81,0,0.00482977504586034,0.0122954965660005,81,20,4,0.00421194945660652,39.5061728395062,0.0717272445428629,0.11448110155181,0,20,0,20,20,0.246913580246914,2.75367912676919e-05,0.000872602128566737,0,0.000989956639460093,NaN,0.25,-0.00830247296665715,0.444444444444444,0.00142682146728117,0.00297842202992473,0.00297842202992473,NaN,1,400,78,556,556,313,243,226,33,92,30,4865,287,87,87,87,81,81,81,81,81,81,0,20
LIRCMOP9_BC,3,ref_y,100000,100038,456,81,1,0.27,81,0,0.00230001547803054,0.00742324504256509,81,20,4,0.00421194945660652,39.5061728395062,0.0823456741155005,0.29095128456679,0,20,0,20,12,0.246913580246914,5.62746048271368e-05,0.000337470889035194,0,0.000787772934974378,NaN,0.55,0.00300314108526113,0.148148148148148,0.000426483589770439,0.00259644231724253,0.00259644231724253,NaN,0.6,400,72,544,544,280,264,210,33,98,31,4595,82,81,81,81,81,81,81,81,81,81,0,20
LIRCMOP10_BC,1,ref_y,10000,10156,47,24,1,0.08,24,0,0.00453867771837534,0.0106461704514664,24,20,4,0.00124798502417971,100,0.283122030943561,0.999761734078015,0,20,0,20,20,0.833333333333333,0.419383813820726,0.444937400747533,0,0.448164945476307,NaN,0.5,-0.00100441575583476,0.375,0.442801786580074,0.453297880603539,0.453297880603539,NaN,1,400,29,458,458,329,129,133,10,60,9,6974,8,27,27,27,27,24,24,24,24,24,0,20
LIRCMOP10_BC,1,ref_y,30000,30176,138,78,1,0.26,78,0,0.00419176840285695,0.0140824834976402,78,20,4,0.00405595132858406,41.025641025641,0.0712001672532636,0.131206336538252,0,20,0,20,6,0.256410256410256,0.00021434765381727,0.000803267482981278,0,0.000803267482981278,NaN,0.7,0.00363351192928285,0.153846153846154,0.000584975587145465,0.00103731163794165,0.00103731163794165,NaN,0.3,400,79,558,558,347,211,242,30,90,30,6981,165,78,78,78,78,78,78,78,78,78,0,20
LIRCMOP10_BC,1,ref_y,50000,50196,229,108,1,0.36,108,0,0.00783602130743658,0.0170951174474662,108,20,4,0.00561593260880869,29.6296296296296,0.0802265110262245,0.166717337720561,0,20,0,20,4,0.185185185185185,2.73668796068787e-05,0.000285071058135619,0,0.000300804036896748,NaN,0.85,0.0164182882871165,0.0555555555555556,0.000512372157039066,0.000856564331252932,0.000856564331252932,NaN,0.2,400,90,580,580,354,226,260,41,100,41,4826,177,108,108,108,108,108,108,108,108,108,0,20
LIRCMOP10_BC,1,ref_y,70000,70216,320,105,1,0.35,105,0,0.00254445441850945,0.00837651037009072,105,20,4,0.00545993448078623,30.4761904761905,0.0883561582440275,0.136211994819668,0,20,0,20,5,0.19047619047619,0.000286506408857602,0.00040613272478069,0,0.000412659060394559,NaN,1,0.0166592706538712,0.171428571428571,0.000829310675232173,0.00137184363931622,0.00137184363931622,NaN,0.25,400,102,604,604,350,254,265,41,99,41,6828,216,108,108,108,108,105,105,105,105,105,0,20
LIRCMOP10_BC,1,ref_y,100000,100136,456,134,1,0.46,134,0,0.00416642359955342,0.0120327211050518,134,20,4,0.00696791638500338,23.8805970149254,0.0774721949436467,0.236841455538132,0,20,0,20,6,0.149253731343284,0.000142711561372678,0.000628439062777984,0,0.000766325029738498,NaN,0.9,0.00308400190110251,0.0869565217391304,0.00110238751337011,0.00188893097535081,0.00188893097535081,NaN,0.3,400,129,658,658,370,288,296,52,100,52,8100,238,135,135,135,135,134,134,134,134,134,0,20
LIRCMOP10_BC,2,ref_y,10000,10015,47,30,1,0.1,30,0,0.00171257614184062,0.00738727040445697,30,20,4,0.00155998128022464,100,0.243171159944873,0.643641661512485,0,20,0,20,20,0.666666666666667,5.00243449776446e-05,6.22704153445165e-05,0,0.000970432313540066,NaN,0.75,0.0499805078019878,0.2,0.00930575253325556,0.0197082985241394,0.0197082985241394,NaN,1,400,33,466,466,296,170,171,12,47,11,7843,46,33,33,33,33,30,30,30,30,30,0,20
LIRCMOP10_BC,2,ref_y,30000,30210,139,69,1,0.23,69,0,0.00627815048459414,0.0175800828342649,69,20,4,0.00358795694451667,46.3768115942029,0.0729407178464856,0.17503887787612,0,20,0,20,1,0.289855072463768,2.7779846313637e-05,8.80356442730733e-05,0,8.80356442730733e-05,NaN,0.25,-0.00135698236407642,0.0869565217391304,0.000764460429731664,0.00148562826010566,0.00148562826010566,NaN,0.05,400,54,508,508,312,196,202,32,92,24,3192,42,72,72,72,72,69,69,69,69,69,0,20
LIRCMOP10_BC,2,ref_y,50000,50010,229,99,1,0.33,99,0,0.00703427227078031,0.020555016104356,99,20,4,0.0051479382247413,32.3232323232323,0.0961836546240786,0.199257967132583,0,20,0,20,5,0.202020202020202,2.79423875341623e-05,0.000248136654087949,0,0.000527363438036874,NaN,0.4,-0.0046935143966545,0.121212121212121,0.000510024264460519,0.000930444150225005,0.000930444150225005,NaN,0.25,400,102,604,604,356,248,272,38,100,38,6389,385,99,99,99,99,99,99,99,99,99,0,20
LIRCMOP10_BC,2,ref_y,70000,70030,320,117,1,0.39,117,0,0.00647697326693489,0.0257916381081436,117,20,4,0.00608392699287609,27.3504273504273,0.0919791995685805,0.148755027390879,0,20,0,20,13,0.170940170940171,0.000253022011844383,0.000290002385663816,0,0.000957670342610152,NaN,0.75,0.00654417752115306,0.102564102564103,0.00145455209453946,0.00150631955979948,0.00150631955979948,NaN,0.65,400,115,630,630,358,272,281,48,95,43,6360,182,117,117,117,117,117,117,117,117,117,0,20
LIRCMOP10_BC,2,ref_y,100000,100170,457,132,1,0.44,132,0,0.00574405886998645,0.0203686007129178,132,20,4,0.0068639176329884,24.2424242424242,0.0842542863529867,0.17878330720375,0,20,0,20,11,0.151515151515152,3.5494387652503e-05,0.000150063455583589,0,0.00172978157203232,NaN,0.25,-0.00416753111412117,0.136363636363636,0.00187609245430783,0.00221312072453833,0.00221312072453833,NaN,0.55,400,129,658,658,381,277,300,54,100,54,7604,297,135,135,135,135,132,132,132,132,132,0,20
LIRCMOP10_BC,3,ref_y,10000,10018,47,42,1,0.14,42,0,0.00740935056217179,0.0250159525400922,42,20,4,0.00218397379231449,76.1904761904762,0.238655113554429,0.4675844850218,0,20,0,20,20,0.476190476190476,1.22112665869232e-05,1.97143434193852e-05,0,0.00173923175214091,NaN,0.75,0.0395358431837357,0.142857142857143,0.0114526569380369,0.0212623155744317,0.0212623155744317,NaN,1,400,36,472,472,328,144,179,16,61,16,6075,181,45,45,45,45,42,42,42,42,42,0,20
LIRCMOP10_BC,3,ref_y,30000,30038,138,51,1,0.17,51,0,0.00692841013737101,0.0186426034389204,51,20,4,0.00265196817638188,62.7450980392157,0.086706958602816,0.122187861613834,0,20,0,20,7,0.392156862745098,0.000352746573015969,0.000941451729790372,0,0.00101013655505825,NaN,0.85,0.0115302078114423,0.235294117647059,0.0011037750046302,0.00190599958075384,0.00190599958075384,NaN,0.35,400,63,526,526,334,192,227,18,89,18,12111,93,54,54,54,54,51,51,51,51,51,0,20
LIRCMOP10_BC,3,ref_y,50000,50058,229,87,1,0.29,87,0,0.00552725092401948,0.0170054940810774,87,20,4,0.00452394571265145,36.7816091954023,0.0765556232576758,0.162599523512914,0,20,0,20,10,0.229885057471264,4.94021380644045e-05,7.39864132587822e-05,0,0.000323617418736254,NaN,1,0.0118980004442295,0.206896551724138,0.000722953146315429,0.00123747023899924,0.00123747023899924,NaN,0.5,400,87,574,574,366,208,254,37,96,33,5631,331,87,87,87,87,87,87,87,87,87,0,20
LIRCMOP10_BC,3,ref_y,70000,70078,320,78,1,0.26,78,0,0.00527991882604901,0.0201172978447283,78,20,4,0.00405595132858406,41.025641025641,0.0864668499665524,0.135308032990524,0,20,0,20,1,0.256410256410256,0.00101297811179918,0.00226471921846782,0,0.00226471921846782,NaN,0.4,-0.00838372960974533,0.0769230769230769,0.00110668731125629,0.0022674439197172,0.0022674439197172,NaN,0.05,400,93,586,586,347,239,256,27,100,27,10791,196,78,78,78,78,78,78,78,78,78,0,20
LIRCMOP10_BC,3,ref_y,100000,100218,457,132,1,0.44,132,0,0.00635614345679596,0.0198058001919353,132,20,4,0.0068639176329884,24.2424242424242,0.10234835213053,0.189331370988263,0,20,0,20,7,0.151515151515152,0.000489986873936766,0.000681801096786593,0,0.000928475510877675,NaN,0.6,0.00289209489449441,0.136363636363636,0.00125298427777604,0.00144110560020749,0.00144110560020749,NaN,0.35,400,123,646,646,366,280,282,50,100,50,6953,220,138,138,138,135,132,132,132,132,132,0,20
